,MonthsActive,AvgOrderValue,NumOrdersLastQuarter,DaysSinceLastOrder,SupportTicketsFiled,Churned
15428,30,31.14,5,6,0,0
15429,39,20.91,10,23,0,0
15430,57,113.84,5,8,0,0
15431,13,69.0,4,4,0,0
15432,25,119.22,3,9,0,0
15433,22,33.89,3,3,0,1
15434,44,68.02,9,2,2,0
15435,25,58.65,5,4,0,0
15436,6,62.66,6,4,1,0
15437,52,54.33,3,1,0,0
15438,20,65.55,3,32,0,0
15439,5,81.73,8,2,0,0
15440,24,95.31,2,3,2,0
15441,23,76.64,7,0,0,0
15442,37,29.03,3,4,1,0
15443,11,48.89,5,1,1,0
15444,53,22.63,5,23,0,0
15445,27,60.52,8,9,0,0
15446,5,93.92,3,7,0,0
15447,13,34.13,2,96,0,1
15448,3,61.62,4,3,0,0
15449,17,53.08,3,10,0,0
15450,59,55.35,6,11,0,0
15451,35,114.81,6,1,1,0
15452,51,51.45,3,5,1,0
15453,53,75.62,6,49,0,0
15454,5,50.05,3,1,1,0
15455,25,53.32,5,1,0,0
15456,2,52.48,8,17,1,0
15457,55,63.39,3,29,0,0
15458,19,41.61,6,29,1,0
15459,59,25.11,1,29,1,0
15460,56,53.34,6,4,2,0
15461,17,41.66,7,11,0,0
15462,53,49.01,1,3,0,0
15463,35,29.1,3,1,0,0
15464,53,63.94,6,9,0,0
15465,42,31.74,6,28,0,0
15466,19,78.12,5,1,0,0
15467,56,67.09,7,16,1,0
15468,57,45.89,2,3,0,0
15469,28,82.26,5,4,0,1
15470,16,55.33,8,7,2,0
15471,19,60.26,3,6,1,0
15472,58,78.97,4,8,0,0
15473,36,63.19,10,85,0,0
15474,29,33.93,8,49,0,0
15475,24,55.23,3,13,2,0
15476,26,81.01,6,27,2,0
15477,28,32.52,9,1,0,0
15478,24,66.1,6,19,2,0
15479,34,48.76,4,33,0,0
15480,42,159.09,4,2,0,0
15481,11,85.16,4,26,0,0
15482,16,145.27,6,3,3,0
15483,27,53.28,3,2,0,0
15484,35,69.47,7,8,0,0
15485,52,77.96,3,43,2,0
15486,49,51.38,3,18,0,0
15487,60,123.04,6,6,0,0
15488,20,48.52,10,8,1,0
15489,55,54.26,5,11,0,0
15490,11,61.2,7,35,1,0
15491,15,50.12,3,2,0,0
15492,33,52.76,8,100,0,0
15493,38,162.24,5,19,0,0
15494,2,77.02,8,26,2,0
15495,7,112.11,5,8,0,0
15496,55,76.62,3,16,0,0
15497,16,39.15,6,6,0,0
15498,46,42.46,7,3,0,0
15499,30,36.53,3,3,0,0
15500,33,61.06,2,10,0,0
15501,27,58.46,5,33,4,0
15502,19,28.49,5,40,0,0
15503,57,48.05,5,3,1,0
15504,22,54.65,2,40,1,1
15505,52,46.35,7,9,0,0
15506,55,64.04,11,32,1,0
15507,52,46.58,10,4,0,0
15508,32,38.82,6,0,1,1
15509,48,56.43,5,54,0,0
15510,58,70.84,5,24,0,0
15511,46,58.68,6,10,0,0
15512,12,121.36,6,36,0,0
15513,38,50.31,4,11,1,0
15514,17,63.54,3,45,0,0
15515,24,63.6,3,0,0,0
15516,29,87.7,2,2,0,0
15517,1,44.37,4,11,0,0
15518,56,71.54,7,8,0,0
15519,8,73.82,3,11,1,0
15520,26,28.95,4,18,0,0
15521,3,55.67,5,33,0,0
15522,25,69.87,5,16,0,0
15523,50,56.34,9,32,0,0
15524,5,133.03,5,24,1,0
15525,30,71.22,6,1,0,0
15526,48,64.23,6,40,0,0
15527,42,71.71,1,42,0,0
15528,5,74.78,6,15,0,0
15529,14,59.44,6,16,0,0
15530,42,49.99,3,1,0,0
15531,5,50.66,5,3,0,0
15532,29,39.53,12,81,1,0
15533,29,52.38,4,63,1,0
15534,15,44.88,4,5,1,0
15535,5,44.81,7,21,0,0
15536,6,112.42,5,54,0,0
15537,25,40.68,2,1,0,0
15538,14,47.15,6,43,0,0
15539,18,34.54,5,6,1,0
15540,48,122.1,4,29,0,0
15541,15,49.89,7,31,0,0
15542,33,33.34,10,0,0,0
15543,22,57.19,4,6,2,1
15544,49,26.9,4,59,1,0
15545,34,83.36,4,11,1,0
15546,13,30.42,6,24,2,0
15547,15,72.51,7,4,1,0
15548,12,50.69,5,43,1,0
15549,47,60.18,6,11,0,0
15550,2,39.64,2,14,0,0
15551,19,87.15,6,11,1,0
15552,22,47.23,8,42,1,1
15553,43,24.02,5,9,1,0
15554,58,15.16,2,75,0,0
15555,53,62.49,4,60,2,1
15556,35,98.62,4,2,0,0
15557,14,50.9,5,15,1,0
15558,15,50.41,3,8,0,0
15559,37,40.27,6,17,0,0
15560,18,58.81,7,57,0,0
15561,26,63.53,11,12,0,0
15562,16,58.94,5,15,1,0
15563,26,31.8,4,3,0,0
15564,34,27.63,6,36,0,0
15565,55,28.36,4,2,1,0
15566,55,42.46,4,0,0,0
15567,31,37.91,5,8,0,0
15568,30,59.36,2,6,0,0
15569,25,33.4,7,45,0,0
15570,20,60.3,8,27,0,0
15571,42,89.8,2,43,2,0
15572,8,91.97,7,8,0,0
15573,40,84.32,6,11,2,1
15574,55,47.12,4,29,0,0
15575,48,63.52,6,24,3,0
15576,25,55.61,6,4,1,0
15577,13,71.38,6,19,2,0
15578,22,46.3,4,7,1,0
15579,58,49.48,7,3,1,0
15580,20,53.94,3,42,0,1
15581,13,73.96,6,34,0,0
15582,31,114.13,6,0,2,0
15583,9,54.2,5,15,0,0
15584,47,58.02,5,16,0,0
15585,36,54.97,3,20,2,0
15586,46,146.66,5,3,0,0
15587,42,39.71,12,26,2,0
15588,55,36.44,3,6,0,0
15589,15,67.33,8,30,0,0
15590,24,75.55,6,5,0,0
15591,36,40.75,6,5,1,0
15592,12,62.44,5,44,0,0
15593,16,54.86,7,28,1,1
15594,43,50.42,6,10,0,0
15595,28,43.87,8,2,0,0
15596,8,57.51,5,22,0,0
15597,59,23.61,9,3,1,0
15598,56,43.55,3,33,0,0
15599,34,136.38,8,24,0,0
15600,35,58.36,9,4,0,0
15601,30,37.75,6,25,0,0
15602,42,91.84,5,29,0,0
15603,47,86.64,3,27,0,0
15604,40,73.12,4,4,0,0
15605,46,66.67,4,9,1,0
15606,5,43.31,6,12,0,0
15607,47,65.38,3,0,0,0
15608,5,55.09,4,5,0,1
15609,23,66.06,3,32,1,0
15610,45,51.25,3,6,0,0
15611,44,39.11,5,132,0,0
15612,32,87.77,8,10,0,0
15613,41,62.65,12,9,0,0
15614,17,40.78,4,4,1,0
15615,5,55.75,4,3,0,0
15616,53,52.13,3,1,0,0
15617,17,46.01,4,29,0,0
15618,27,32.44,6,0,1,0
15619,42,102.73,3,23,1,0
15620,3,30.4,3,9,0,0
15621,45,34.19,2,13,1,0
15622,16,64.47,8,50,0,0
15623,3,59.12,3,8,1,0
15624,37,56.48,6,19,0,0
15625,6,69.39,6,25,0,0
15626,37,52.78,5,3,1,0
15627,30,65.38,2,57,0,0
15628,57,184.04,8,9,0,0
15629,29,44.54,3,62,0,1
15630,46,50.64,5,9,0,0
15631,6,45.24,4,11,0,1
15632,5,43.73,6,3,0,0
15633,14,34.55,4,16,0,0
15634,57,101.41,4,29,0,0
15635,24,62.39,6,19,2,0
15636,4,36.17,5,36,1,0
15637,14,81.91,2,12,0,0
15638,38,30.36,8,4,1,0
15639,12,78.22,4,15,0,0
15640,26,57.47,8,9,1,0
15641,47,56.67,6,13,1,0
15642,60,79.36,4,37,2,0
15643,11,57.58,6,13,0,0
15644,60,37.12,4,31,0,0
15645,44,34.15,4,1,1,0
15646,22,69.33,5,6,0,0
15647,10,39.38,3,22,0,0
15648,47,40.22,7,7,0,0
15649,7,55.96,6,33,0,0
15650,34,40.83,6,24,0,0
15651,37,54.85,4,51,0,0
15652,20,47.21,6,58,0,0
15653,48,33.55,6,35,0,0
15654,47,45.89,4,2,1,0
15655,26,46.7,10,5,1,0
15656,32,76.3,2,41,1,0
15657,17,140.12,4,2,0,0
15658,22,38.76,5,24,0,0
15659,54,42.76,9,10,1,0
15660,17,30.68,4,38,1,0
15661,55,24.69,4,9,1,0
15662,49,61.05,8,29,0,0
15663,4,49.89,2,3,0,0
15664,11,59.93,2,26,0,0
15665,21,43.62,4,6,0,0
15666,29,40.67,2,9,0,0
15667,34,50.97,5,59,0,0
15668,16,89.81,3,7,1,0
15669,19,46.45,3,14,1,0
15670,37,78.25,3,39,0,0
15671,52,52.3,7,4,0,0
15672,5,82.51,2,0,1,0
15673,37,86.96,4,3,0,0
15674,1,79.37,3,14,0,0
15675,11,59.41,4,74,1,1
15676,42,139.61,3,83,1,0
15677,39,46.25,1,5,0,0
15678,20,32.71,6,1,1,0
15679,12,91.67,5,15,1,0
15680,27,31.36,9,29,0,0
15681,53,41.63,10,6,0,0
15682,35,85.84,4,13,1,0
15683,32,32.79,7,2,0,0
15684,42,55.31,4,15,1,0
15685,22,61.78,4,20,0,0
15686,42,38.46,6,11,0,1
15687,53,32.53,6,7,1,0
15688,4,54.24,4,2,1,0
15689,4,57.45,6,4,1,0
15690,12,50.66,5,59,0,1
15691,41,60.93,3,37,0,0
15692,37,45.14,8,41,4,0
15693,4,61.0,6,9,1,0
15694,46,48.04,2,31,0,0
15695,60,56.57,3,61,0,0
15696,9,14.52,7,6,0,0
15697,9,23.82,5,7,0,0
15698,47,44.12,6,40,0,0
15699,47,171.87,4,6,0,0
15700,1,47.84,4,20,2,0
15701,24,33.75,4,63,1,0
15702,43,58.17,8,37,0,0
15703,31,87.47,7,3,0,0
15704,38,48.94,4,4,1,0
15705,31,57.29,11,4,1,0
15706,40,105.64,6,5,1,0
15707,31,40.96,3,7,0,1
15708,6,88.28,4,4,0,0
15709,48,22.02,3,2,0,0
15710,58,43.91,5,11,0,0
15711,48,46.28,7,38,1,0
15712,58,101.22,6,45,1,0
15713,45,62.87,4,17,0,0
15714,4,58.59,4,17,0,0
15715,32,42.3,6,31,0,0
15716,5,48.6,4,50,0,0
15717,54,53.74,3,17,1,0
15718,19,35.46,8,1,0,0
15719,20,50.4,2,30,1,0
15720,16,50.02,2,12,1,1
15721,38,103.15,6,8,0,0
15722,31,100.48,7,24,0,0
15723,30,99.68,8,9,0,0
15724,2,27.36,3,18,0,0
15725,60,85.17,4,11,1,0
15726,21,53.35,5,1,0,0
15727,37,98.21,6,110,1,0
15728,22,50.16,5,6,0,0
15729,24,31.84,8,3,0,0
15730,49,33.57,2,10,1,0
15731,52,26.78,3,63,0,1
15732,11,49.1,4,13,1,0
15733,45,42.67,4,9,0,0
15734,9,48.04,3,1,0,0
15735,9,53.62,5,36,0,0
15736,21,74.7,1,0,3,0
15737,40,30.91,1,6,1,0
15738,33,45.36,4,20,0,0
15739,39,74.24,6,1,0,0
15740,42,42.56,4,144,1,1
15741,51,64.29,10,6,2,0
15742,34,101.95,3,0,0,0
15743,46,113.57,4,17,0,0
15744,57,43.38,7,5,0,0
15745,32,67.12,5,1,0,0
15746,28,40.52,6,43,0,0
15747,29,48.42,4,27,0,0
15748,55,35.85,6,18,0,0
15749,14,83.13,2,40,0,0
15750,29,54.38,1,3,0,1
15751,31,57.09,2,6,1,0
15752,12,39.37,5,2,2,0
15753,49,36.46,5,29,0,0
15754,7,86.12,2,19,1,0
15755,39,79.71,6,11,0,0
15756,33,46.19,6,70,1,1
15757,7,103.34,7,4,3,0
15758,30,58.57,8,14,0,0
15759,19,33.18,3,1,1,0
15760,30,33.54,5,7,1,0
15761,13,52.58,9,30,1,0
15762,53,25.86,5,10,0,0
15763,39,50.69,8,31,2,0
15764,36,77.46,5,15,0,0
15765,11,33.57,4,62,1,0
15766,51,25.72,3,28,1,0
15767,17,45.31,5,7,0,0
15768,57,102.34,6,4,1,0
15769,10,63.22,7,27,2,0
15770,31,48.19,4,16,1,0
15771,10,61.41,5,5,1,0
15772,32,90.32,4,25,1,0
15773,18,80.3,4,6,1,0
15774,11,42.81,7,20,0,0
15775,46,29.2,6,2,0,0
15776,22,104.79,4,13,3,0
15777,9,127.71,5,9,3,1
15778,29,35.86,6,6,0,0
15779,42,47.33,9,35,0,0
15780,9,63.19,7,4,0,0
15781,54,62.36,5,1,0,0
15782,18,43.36,2,12,0,0
15783,53,60.67,3,3,0,0
15784,36,32.33,6,32,0,0
15785,1,58.58,6,10,1,0
15786,8,60.18,7,19,0,0
15787,22,80.08,3,9,0,0
15788,22,36.34,3,18,0,0
15789,24,39.25,5,43,0,0
15790,12,93.93,5,26,2,0
15791,31,71.86,6,7,0,0
15792,32,161.08,4,6,0,0
15793,56,158.65,2,40,1,0
15794,42,25.39,3,2,0,0
15795,2,77.89,5,59,0,0
15796,55,47.34,1,7,0,0
15797,46,62.33,2,15,0,0
15798,56,81.98,6,4,0,0
15799,15,24.42,4,24,0,0
15800,12,56.73,6,5,0,0
15801,37,97.23,8,16,0,0
15802,59,68.61,7,33,2,0
15803,34,103.65,5,6,0,0
15804,11,33.55,8,1,2,0
15805,12,58.34,4,4,2,0
15806,44,35.11,10,21,0,0
15807,5,37.73,3,2,0,0
15808,4,63.71,3,94,1,1
15809,39,52.36,7,25,0,0
15810,25,51.15,5,2,0,0
15811,7,90.82,4,14,0,0
15812,35,55.84,9,20,0,0
15813,2,86.52,3,2,0,0
15814,16,47.18,4,28,0,0
15815,50,33.06,4,0,0,0
15816,39,59.46,5,28,2,0
15817,7,72.39,4,2,1,0
15818,21,76.54,4,19,1,0
15819,57,57.56,7,26,0,0
15820,26,63.23,3,17,0,0
15821,25,26.29,6,65,2,0
15822,35,66.34,4,5,0,0
15823,51,87.7,4,14,0,0
15824,45,94.78,4,8,1,0
15825,52,52.7,7,18,0,0
15826,14,34.2,9,61,1,0
15827,16,54.67,3,2,0,0
15828,28,26.02,5,24,1,0
15829,6,110.38,4,10,1,0
15830,58,92.44,8,64,0,0
15831,14,61.22,2,19,2,0
15832,11,38.12,5,9,1,0
15833,45,42.91,4,12,1,0
15834,59,82.52,5,8,0,0
15835,38,54.23,7,2,0,0
15836,59,141.98,6,6,0,0
15837,47,61.08,4,20,1,0
15838,1,36.13,5,13,1,0
15839,24,60.46,7,17,1,0
15840,44,65.61,10,10,1,0
15841,42,45.81,8,32,0,1
15842,19,86.75,2,82,1,1
15843,54,87.32,6,28,1,0
15844,12,60.63,4,4,1,0
15845,7,50.43,4,66,1,0
15846,36,70.78,2,6,0,0
15847,36,50.02,7,4,1,0
15848,35,63.46,5,10,3,0
15849,7,77.61,4,19,0,0
15850,21,40.15,3,13,1,0
15851,57,85.61,2,5,0,0
15852,19,53.87,10,6,0,0
15853,16,46.3,7,7,1,0
15854,37,146.22,2,5,0,0
15855,9,71.84,7,1,0,0
15856,9,21.09,6,2,0,0
15857,1,61.09,4,13,0,0
15858,50,48.05,10,17,2,0
15859,40,45.85,9,8,1,0
15860,39,60.99,7,7,1,0
15861,20,32.57,2,4,0,0
15862,5,53.61,7,36,0,1
15863,23,30.75,1,31,0,0
15864,39,49.25,8,23,1,0
15865,21,29.71,4,13,1,0
15866,44,71.89,3,17,3,0
15867,27,27.02,4,1,0,0
15868,51,75.45,2,4,0,0
15869,29,47.78,3,3,1,0
15870,48,43.54,2,11,0,0
15871,10,52.79,4,12,0,0
15872,45,46.83,4,22,1,1
15873,17,66.02,5,74,0,0
15874,34,60.78,8,2,0,0
15875,8,77.49,10,21,0,0
15876,38,67.91,7,11,0,0
15877,54,57.34,6,60,0,0
15878,25,45.45,6,20,1,0
15879,18,108.53,7,33,1,0
15880,58,106.88,6,1,0,0
15881,14,46.33,4,1,0,0
15882,54,55.17,7,2,0,0
15883,58,25.95,5,20,0,0
15884,7,64.85,3,12,1,0
15885,1,56.41,5,21,1,0
15886,32,59.1,7,13,1,0
15887,43,37.17,4,23,1,0
15888,13,55.84,5,26,0,0
15889,2,116.08,3,28,0,0
15890,49,61.04,6,21,2,0
15891,49,42.47,4,26,1,0
15892,21,50.43,2,28,1,0
15893,60,46.08,6,30,0,0
15894,58,61.04,1,17,0,0
15895,57,47.97,4,24,1,0
15896,24,98.96,5,6,1,0
15897,50,65.08,6,59,2,1
15898,4,47.91,4,6,0,0
15899,9,39.62,4,10,0,0
15900,15,32.78,3,4,1,0
15901,54,67.82,8,15,0,0
15902,30,54.14,5,41,0,0
15903,12,98.72,4,8,0,1
15904,25,31.68,6,1,0,0
15905,49,97.23,6,0,1,0
15906,18,76.5,5,10,1,0
15907,58,41.09,3,7,1,0
15908,35,69.83,6,59,1,0
15909,25,70.89,8,1,0,0
15910,9,83.21,4,17,1,0
15911,5,149.85,3,15,1,0
15912,2,79.63,6,17,0,0
15913,37,69.0,4,3,1,0
15914,7,63.91,1,34,2,0
15915,56,85.57,4,3,0,1
15916,31,51.02,5,20,0,0
15917,39,72.16,4,2,0,0
15918,57,59.31,6,14,0,0
15919,13,53.19,3,35,1,0
15920,27,47.81,2,44,0,0
15921,15,42.97,5,49,0,1
15922,42,61.23,5,11,0,0
15923,52,59.29,7,1,1,0
15924,35,52.2,5,36,1,0
15925,16,57.42,4,38,1,0
15926,25,66.54,8,8,1,0
15927,58,38.19,4,37,0,1
15928,24,70.79,5,11,0,0
15929,46,55.18,9,16,0,0
15930,49,98.87,3,1,0,0
15931,50,42.24,3,13,1,1
15932,21,63.73,5,39,1,0
15933,27,69.11,8,1,0,0
15934,34,51.71,10,30,1,0
15935,53,70.55,3,63,0,0
15936,22,32.33,4,1,0,1
15937,4,74.15,7,31,1,0
15938,18,54.02,7,5,0,0
15939,52,81.62,6,11,0,0
15940,40,57.31,4,7,0,0
15941,6,49.18,3,6,0,0
15942,56,47.59,3,53,0,0
15943,39,78.3,3,10,1,0
15944,7,71.76,5,70,1,1
15945,24,38.19,6,3,1,0
15946,3,48.33,6,27,0,0
15947,53,54.77,6,9,0,0
15948,43,85.09,4,3,2,0
15949,9,43.32,4,12,0,0
15950,9,73.5,7,14,0,0
15951,26,56.46,7,14,0,0
15952,22,98.01,4,8,1,0
15953,10,24.74,7,10,1,1
15954,7,45.38,5,15,1,1
15955,33,60.74,4,43,0,0
15956,38,60.62,4,8,0,0
15957,43,42.35,4,37,1,0
15958,6,34.1,4,31,0,0
15959,27,51.13,4,61,0,0
15960,44,61.87,8,3,0,0
15961,57,23.62,3,19,0,0
15962,30,40.97,7,2,0,0
15963,43,37.99,7,33,1,1
15964,2,90.14,3,10,0,0
15965,3,62.44,3,35,0,0
15966,55,51.31,7,15,0,0
15967,20,79.61,3,4,0,0
15968,6,38.46,4,50,0,0
15969,25,19.6,4,30,0,0
15970,49,62.7,2,10,0,0
15971,47,80.59,4,8,0,0
15972,41,34.66,6,38,0,0
15973,25,24.26,2,2,0,0
15974,30,110.07,7,63,1,0
15975,14,48.09,5,54,1,0
15976,39,93.12,3,12,0,0
15977,41,49.64,2,30,0,0
15978,60,59.73,3,61,1,0
15979,54,52.06,6,44,0,0
15980,26,29.85,4,60,2,0
15981,39,28.98,4,15,0,0
15982,59,24.91,5,8,0,0
15983,27,144.94,7,52,0,0
15984,7,56.99,5,4,0,0
15985,36,60.74,4,6,1,0
15986,14,32.67,4,34,0,0
15987,1,29.51,2,35,0,1
15988,17,35.35,6,7,0,0
15989,45,58.53,1,1,1,0
15990,57,33.23,9,14,0,0
15991,35,57.61,7,30,0,0
15992,31,55.85,6,44,0,0
15993,28,41.85,4,32,1,0
15994,12,69.94,2,42,0,0
15995,15,71.84,6,7,0,0
15996,14,47.21,6,35,2,0
15997,40,65.02,8,15,1,0
15998,21,62.81,4,77,0,0
15999,20,29.33,5,47,1,1
16000,35,71.26,5,10,1,0
16001,34,70.55,6,5,1,0
16002,32,35.85,7,13,0,0
16003,16,59.65,5,8,0,0
16004,35,47.6,1,41,0,0
16005,1,28.46,7,8,0,0
16006,3,47.49,4,37,0,0
16007,15,43.1,9,26,1,0
16008,31,57.32,4,32,0,0
16009,47,33.76,4,46,0,0
16010,32,69.97,2,19,1,0
16011,23,61.05,4,22,1,0
16012,1,59.2,4,2,0,0
16013,29,117.06,6,34,0,0
16014,27,52.54,5,84,0,0
16015,21,40.68,3,10,0,0
16016,17,32.84,3,6,0,0
16017,33,77.1,3,3,1,0
16018,7,40.39,5,3,1,0
16019,26,46.66,5,18,0,0
16020,14,45.23,3,12,1,0
16021,1,41.4,9,18,3,0
16022,37,58.85,7,4,1,0
16023,37,63.0,5,58,0,0
16024,5,45.66,6,16,2,0
16025,28,120.43,2,80,0,1
16026,55,67.62,6,24,0,0
16027,22,50.93,6,4,0,0
16028,16,50.28,5,60,0,1
16029,13,46.12,2,0,0,0
16030,28,38.64,4,82,0,1
16031,46,87.57,8,5,1,0
16032,15,81.82,4,17,1,0
16033,45,76.39,4,11,0,0
16034,31,44.79,3,23,0,0
16035,30,48.06,5,12,1,0
16036,9,29.62,7,21,0,0
16037,37,32.74,3,7,0,0
16038,30,123.03,5,30,0,0
16039,33,58.44,7,12,1,0
16040,15,60.67,5,4,1,0
16041,17,49.59,5,3,2,0
16042,16,60.66,7,10,0,0
16043,46,36.98,2,16,0,0
16044,23,68.76,3,14,0,0
16045,12,52.2,6,57,1,0
16046,18,86.18,4,10,1,0
16047,57,47.73,3,59,0,0
16048,53,54.73,4,25,1,0
16049,59,85.15,6,32,0,0
16050,51,40.35,5,3,0,0
16051,27,55.37,4,21,0,0
16052,34,63.23,3,11,2,0
16053,22,50.35,5,18,0,0
16054,47,88.07,9,2,0,0
16055,22,37.93,4,48,1,0
16056,42,38.35,2,4,2,0
16057,36,108.38,8,48,1,0
16058,32,55.32,4,34,1,0
16059,21,63.59,7,14,0,0
16060,52,32.09,6,21,1,0
16061,10,62.97,2,10,1,1
16062,11,55.06,8,17,0,0
16063,17,73.09,6,24,0,0
16064,3,37.7,3,5,0,0
16065,4,91.9,5,30,1,0
16066,30,86.81,7,26,1,1
16067,18,56.8,2,21,1,0
16068,5,59.1,5,59,1,0
16069,17,26.24,7,12,0,1
16070,54,81.56,5,2,0,0
16071,44,57.51,5,37,0,1
16072,26,68.25,5,1,0,0
16073,32,75.84,5,30,1,0
16074,3,67.92,3,25,1,0
16075,36,76.61,7,15,0,0
16076,58,65.62,5,0,0,0
16077,57,38.76,7,4,2,0
16078,10,53.66,10,3,1,0
16079,14,45.6,6,29,1,0
16080,60,75.36,7,3,1,0
16081,17,72.87,6,6,1,0
16082,1,53.75,7,39,0,0
16083,41,103.02,10,91,1,1
16084,38,84.17,7,2,0,0
16085,26,63.34,5,69,1,1
16086,57,54.86,6,9,2,0
16087,49,34.88,6,63,0,0
16088,31,51.61,3,5,0,0
16089,56,34.97,3,8,0,0
16090,31,32.97,3,11,0,0
16091,47,43.77,8,33,2,0
16092,54,30.33,4,40,0,0
16093,23,54.52,7,9,0,0
16094,39,38.53,7,33,0,0
16095,21,39.92,2,4,0,0
16096,49,93.89,3,12,0,0
16097,28,93.33,4,28,0,1
16098,45,38.57,11,14,1,0
16099,34,55.09,5,14,1,0
16100,1,40.18,6,2,2,0
16101,32,116.65,7,31,0,0
16102,1,66.97,7,12,0,0
16103,31,75.58,10,2,0,0
16104,40,62.95,5,37,1,0
16105,59,55.44,3,30,2,0
16106,42,96.3,5,25,0,0
16107,16,29.04,2,16,0,0
16108,57,38.5,6,2,1,1
16109,31,36.87,7,10,0,0
16110,44,104.71,3,18,0,0
16111,15,102.56,5,10,0,0
16112,13,85.11,5,13,0,0
16113,33,40.4,5,25,0,0
16114,3,89.01,1,8,0,0
16115,42,40.42,5,14,1,0
16116,17,65.57,7,10,2,0
16117,14,60.36,9,49,1,1
16118,24,50.9,5,0,0,0
16119,11,68.18,4,9,1,0
16120,12,67.52,7,2,1,1
16121,16,57.59,5,6,0,0
16122,18,62.04,6,14,0,0
16123,27,55.64,4,25,0,1
16124,1,45.9,4,2,0,0
16125,49,75.35,5,33,0,0
16126,37,65.25,3,19,0,0
16127,55,43.85,5,4,0,0
16128,49,36.43,5,9,1,0
16129,11,73.57,3,6,0,0
16130,58,86.11,3,67,0,0
16131,17,56.25,3,2,1,0
16132,58,57.92,4,6,0,0
16133,34,115.65,5,7,0,0
16134,58,26.85,7,27,2,0
16135,32,58.36,3,18,0,0
16136,57,38.59,5,31,0,0
16137,17,38.5,5,15,1,0
16138,33,47.65,7,66,0,1
16139,22,46.37,6,7,0,0
16140,13,15.71,3,21,0,0
16141,11,58.01,9,3,0,0
16142,35,47.53,1,17,0,0
16143,38,93.23,6,5,1,0
16144,14,73.5,4,31,0,0
16145,15,28.33,2,0,0,0
16146,32,52.58,3,76,0,1
16147,54,139.93,6,15,0,1
16148,59,39.27,5,5,1,0
16149,44,33.41,7,0,0,0
16150,49,49.2,7,1,0,0
16151,41,34.88,4,40,0,0
16152,30,83.88,5,8,2,0
16153,27,51.19,4,19,0,0
16154,55,58.89,7,27,0,0
16155,43,43.11,5,8,1,0
16156,35,147.51,2,18,1,0
16157,22,33.49,5,8,0,0
16158,28,44.53,8,11,1,0
16159,39,78.65,3,9,0,0
16160,56,43.62,6,4,2,0
16161,25,61.74,8,87,0,1
16162,46,32.4,3,13,0,0
16163,27,59.61,4,27,0,1
16164,21,65.06,6,3,2,0
16165,4,61.93,5,21,1,0
16166,16,41.56,3,8,1,0
16167,14,35.9,7,0,1,0
16168,47,50.64,9,26,0,0
16169,22,39.44,5,1,0,0
16170,38,18.53,6,12,0,0
16171,36,45.42,7,5,0,0
16172,34,48.03,3,24,0,0
16173,37,51.96,8,35,0,0
16174,18,76.59,4,28,1,0
16175,8,107.88,4,33,0,0
16176,45,51.44,5,21,3,0
16177,41,62.37,6,43,1,0
16178,12,48.0,5,29,1,1
16179,15,71.36,5,59,0,1
16180,35,62.57,6,35,0,0
16181,26,54.5,3,18,0,0
16182,9,67.97,9,11,0,0
16183,48,37.06,4,22,1,0
16184,18,38.9,5,3,1,0
16185,19,61.8,9,25,1,0
16186,17,34.52,3,22,2,0
16187,36,48.34,5,35,1,0
16188,13,62.92,2,3,1,0
16189,47,43.51,4,23,0,0
16190,46,56.84,5,3,0,0
16191,43,54.57,6,8,1,0
16192,4,56.55,4,59,1,0
16193,22,83.68,5,5,0,0
16194,17,53.88,2,2,2,0
16195,47,52.74,6,29,0,0
16196,49,34.29,5,50,1,0
16197,1,85.57,6,16,0,0
16198,1,100.8,4,17,0,0
16199,43,102.4,4,38,3,1
16200,45,85.47,4,31,1,0
16201,10,34.23,5,5,0,0
16202,48,35.61,4,13,0,0
16203,11,49.64,2,104,0,1
16204,20,45.21,6,15,1,0
16205,8,61.26,5,11,1,0
16206,31,58.13,9,19,1,0
16207,40,43.12,5,13,1,0
16208,12,44.82,7,63,0,0
16209,52,81.34,5,42,0,0
16210,48,32.91,2,17,0,0
16211,15,71.53,10,4,0,0
16212,30,52.12,6,11,1,0
16213,26,57.15,5,15,1,0
16214,29,57.22,4,4,0,0
16215,21,49.1,5,4,1,0
16216,57,54.3,9,28,0,0
16217,35,23.57,7,7,0,0
16218,40,84.87,3,32,0,0
16219,23,35.84,4,3,0,0
16220,7,99.73,2,29,1,1
16221,10,72.02,4,10,1,0
16222,58,63.91,3,133,1,1
16223,48,38.91,5,14,0,0
16224,6,41.67,3,11,0,0
16225,31,70.44,5,6,1,0
16226,18,50.86,7,12,0,0
16227,22,72.76,5,19,0,0
16228,42,67.22,3,0,0,0
16229,46,65.88,7,16,0,0
16230,18,73.28,5,13,1,0
16231,29,41.92,8,16,0,0
16232,14,42.03,4,14,0,0
16233,54,75.49,5,68,1,0
16234,28,63.5,3,36,0,0
16235,24,38.09,10,7,2,0
16236,41,135.54,3,0,1,0
16237,24,56.48,5,18,1,0
16238,32,59.24,6,14,0,0
16239,22,69.15,3,15,0,0
16240,26,41.16,8,11,1,0
16241,9,34.13,2,52,2,1
16242,47,59.31,11,26,1,0
16243,3,36.33,4,15,1,0
16244,17,52.55,7,0,0,0
16245,22,58.68,7,3,0,0
16246,34,88.21,1,18,0,0
16247,52,42.33,3,56,2,0
